Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
1 blog,1,2,2,1,1,1,0,0,0
2 /,1,1,2,1,1,1,0,0,0
3 desserts,1,1,2,1,1,1,0,0,0
4 /,1,1,2,1,1,1,0,0,0
5 brownies,1,1,2,1,1,1,0,0,0
6 /,1,1,2,1,1,1,0,0,0
7 fudgy oreo brownies,2,1,4,1,1,2,0,0,0
fudgy oreo brownies,2,2,3,0,0,2,0,0,0
world meet oreo brownies aka the most decadent delicious and fudgy,1,2,11,0,0,3,1,0,0
brownies loaded with oreo pieces they re easy simple and a major,1,1,12,0,0,3,2,0,0
crowdpleaser,0,1,1,0,0,1,0,0,0
looking for other scrumptious brownie recipes,0,0,6,0,0,2,1,0,0
we got you covered with,1,0,5,0,0,0,2,0,0
snickers brownies rocky road brownies cheesecake brownies we got em all,0,1,11,0,0,5,3,0,0
oreo brownies cut into square https //bromabakerycom/wp,1,0,7,0,0,4,1,0,0
content/uploads/2020/04/oreo brownies 3jpg,2,1,3,1,7,2,0,0,0
introducing oreo brownies aka the best brownies,2,2,7,0,0,2,2,0,0
oh hello today i m sharing my favorite kind of recipe it s easy it s,1,2,16,0,0,5,4,0,0
chocolatey it s a crowdpleaser and it s a classic let s all give a warm,1,1,16,0,0,4,4,0,0
welcome to these fudgy oreo brownies i think we re all going to be great,1,1,15,0,0,3,5,0,0
friends,0,1,1,0,0,1,0,0,0
oreo brownies with pieces of oreo cookies https //bromabakerycom/wp,1,0,9,0,0,4,1,0,0
content/uploads/2020/04/oreo brownies 4jpg,2,1,3,1,7,2,0,0,0
what are oreo brownies,0,2,4,0,0,1,1,0,0
if you guys know anything about me it s that i am a brownie girl through and,1,0,17,0,0,4,4,0,0
through i love them all as you might be able to tell from the 50 recipes on,1,1,17,1,2,1,3,0,0
the site and these oreo brownies are definitely in my top 5 favorite,1,1,13,1,1,2,1,0,0
brownies of all time oreo brownies are exactly what you would imagine oreos,1,1,13,0,0,4,2,0,0
brownies the brownies themselves are decadent chocolatey and the texture,1,1,10,0,0,4,1,0,0
hits that perfect sweet spot between cakey and fudgy simply fold in some,1,1,13,0,0,4,2,0,0
crushed up oreo cookies and you ve instantly elevated your classic brownie to,1,1,13,0,0,2,3,0,0
a show stopping dessert damn they re good,0,1,8,0,0,2,2,0,0
brownies with oreo pieces with a bite taken,1,0,8,0,0,3,1,0,0
out https //bromabakerycom/wp content/uploads/2020/04/oreo,1,1,4,1,6,2,0,0,0
brownies 7jpg tips for the best oreo brownies,2,1,8,1,1,4,0,0,0
use high quality cocoa powder this recipe is relatively simple so the quality of your cocoa powder can really make or break your homemade brownies we love rodelle cocoa powder but any high quality cocoa powder will do the trick,0,2,40,0,0,14,5,0,0
don t forget vanilla i know in chocolate recipes the main focus is the chocolate ingredients like oreos cocoa powder or chocolate chips but a good vanilla extract is absolutely essential to deepening the flavor of these homemade oreo brownies,1,0,40,0,0,18,5,0,0
don t over bake the brownies chocolate desserts are tricky to bake perfectly because you can t go by sight when you re making a chocolate chip cookie or a vanilla cupcake you can see the baked goods turning a golden brown but with brownies there s a fine line between baked and burnt take out the brownies when a knife inserted near the edge comes out clean but a knife inserted into the middle comes out a little gooey the brownies will continue to cook as they cool and you ll be left with that perfect gooey center and a crisp crunchy edge,0,1,104,0,0,25,23,1,0
overhead shot of oreo brownies https //bromabakerycom/wp,1,0,7,0,0,3,1,0,0
content/uploads/2020/04/oreo browniesjpg,2,1,2,1,6,2,0,0,0
how to store oreo brownies,2,2,5,0,0,1,1,0,0
these oreo brownies are a great dessert to drop off for friends or mail to a,1,2,16,0,0,4,2,0,0
loved one because they re so fudgy that they keep moist for a decent amount of,1,1,16,0,0,2,3,0,0
time though i highly doubt even a crumb of these scrumptious brownies will,1,1,13,0,0,4,0,0,0
last longer than a few days you can always save some for later store these,1,1,15,0,0,2,1,0,0
in an airtight container on the counter or in the fridge for up to 1 week or,1,1,17,1,1,4,0,0,0
freeze for up to 3 months,0,1,6,1,1,2,0,0,0
https //bromabakerycom/wp content/uploads/2020/04/oreo brownies 6jpg,0,0,5,1,7,4,0,0,0
fudgy brownies with oreo pieces https //bromabakerycom/wp,1,0,7,0,0,3,1,0,0
content/uploads/2020/04/oreo brownies 5jpg,2,1,3,1,7,2,0,0,0
happy oreo brownies baking my angels,0,2,6,0,0,3,1,0,0
we hope you enjoy these scrumptious,1,0,6,0,0,0,2,0,0
brownies as much as we do,0,1,6,0,0,1,1,0,0
print,2,0,1,0,0,1,0,0,0
fudgy oreo brownies,2,2,3,0,0,2,0,0,0
49 from 8 reviews,2,2,4,1,3,1,0,0,0
these fudgy oreo brownies are decadent and chocolatey and packed full of oreo,1,2,13,0,0,4,2,0,0
cookie pieces,2,1,2,0,0,2,0,0,0
print it,2,2,2,0,0,1,0,0,0
pin it,2,2,2,0,0,1,0,0,0
these fudgy oreo brownies are decadent and chocolatey and packed full of oreo,1,2,13,0,0,4,2,0,0
cookie pieces,2,1,2,0,0,2,0,0,0
print it,2,2,2,0,0,1,0,0,0
pin it,2,2,2,0,0,1,0,0,0
author sofi broma bakery,1,2,4,0,0,4,0,0,0
prep time 10 minutes,1,1,4,1,2,2,0,0,0
cook time 50 minutes,1,1,4,1,2,3,0,0,0
total time 1 hour,1,1,4,1,1,2,0,0,0
yield 16 servings 1x,1,1,4,1,3,2,0,0,0
category dessert,1,1,2,0,0,2,0,0,0
method oven,1,1,2,0,0,2,0,0,0
cuisine american,2,1,2,0,0,0,0,0,0
author sofi broma bakery,1,2,4,0,0,4,0,0,0
prep time 10 minutes,1,1,4,1,2,2,0,0,0
cook time 50 minutes,1,1,4,1,2,3,0,0,0
total time 1 hour,1,1,4,1,1,2,0,0,0
yield 16 servings 1x,1,1,4,1,3,2,0,0,0
category dessert,1,1,2,0,0,2,0,0,0
method oven,1,1,2,0,0,2,0,0,0
cuisine american,2,1,2,0,0,0,0,0,0
scale,2,2,1,0,0,1,0,0,0
1x2x3x,2,2,1,1,3,0,0,0,0
author sofi broma bakery,1,2,4,0,0,4,0,0,0
prep time 10 minutes,1,1,4,1,2,2,0,0,0
cook time 50 minutes,1,1,4,1,2,3,0,0,0
total time 1 hour,1,1,4,1,1,2,0,0,0
yield 16 servings 1x,1,1,4,1,3,2,0,0,0
category dessert,1,1,2,0,0,2,0,0,0
method oven,1,1,2,0,0,2,0,0,0
cuisine american,2,1,2,0,0,0,0,0,0
ingredients,2,2,1,0,0,1,0,0,0
1 1/4 cups salted butter,1,2,5,1,3,2,1,1,1
2 1/2 cups light brown sugar,1,1,6,1,3,2,0,1,1
4 large eggs room temperature,1,1,5,1,1,3,0,0,1
1 1/2 cups cocoa powder,1,1,5,1,3,3,0,1,1
3/4 teaspoon salt,1,1,3,1,2,2,0,1,1
2 teaspoons vanilla extract,1,1,4,1,1,3,0,1,1
2/3 cup all purpose flour,1,1,5,1,2,2,1,1,1
16 oreo cookies crumbled into pieces,2,1,6,1,2,2,1,0,1
instructions,2,2,1,0,0,1,0,0,0
1 preheat oven to 350 f grease and line a 9 x9 pan with parchment paper and set aside,1,2,19,1,6,6,2,0,0
2 in a large microwave safe bowl combine butter and sugar microwave for 30 seconds then remove and stir with a whisk repeat process 2 more times though granules of sugar will remain the goal is to get the mixture to a glossy finish,1,1,44,1,4,14,6,0,0
3 allow mixture to cool slightly then add in eggs one at a time whisking in between each addition whisk until the mixture lightens in color slightly,1,1,27,1,1,6,4,0,0
4 add in cocoa powder salt and vanilla extract fold in flour until just combined last fold in the oreo cookie pieces,1,1,22,1,1,11,2,0,0
5 pour mixture into prepared baking pan and bake for roughly 45 minutes testing for doneness by inserting a knife into the center of the brownies beginning at 40 minutes it might take up to 55 minutes for them to cook through depending on your oven,0,1,46,1,7,12,6,0,0
watch the video,2,0,3,0,0,1,1,0,0
keywords oreo brownies cookies and cream brownies fudgy oreo brownies,2,2,10,0,0,6,1,0,0
sharing is caring,2,2,3,0,0,1,2,0,0
did you make this recipe,0,2,5,0,0,1,2,0,0
tag bromabakery on instagram,4,0,4,0,0,2,0,0,0
still hungry,0,4,2,0,0,0,0,0,0
you might also like,2,0,4,0,0,0,1,0,0
1,0,2,1,1,1,0,0,0,0
https //bromabakerycom/wp content/uploads/2010/11/chocolate 2bespresso 2bsandwich 2bcookiesjpg,2,0,6,1,9,3,0,0,0
cookies,2,2,1,0,0,1,0,0,0
chocolate espresso sandwich cookies,2,2,4,0,0,4,0,0,0
2,0,2,1,1,1,0,0,0,0
https //bromabakerycom/wp content/uploads/2010/12/marble cupcakesjpg,2,0,4,1,6,3,0,1,0
cakes cupcakes,2,2,2,0,0,2,0,1,0
marble cupcakes with mocha icing,2,2,5,0,0,2,1,1,0
3,0,2,1,1,1,0,0,0,0
6 ways to curate the perfect food instagram feed https //bromabakerycom/wp content/uploads/2018/09/pink photo wedding pinterest graphic 400x600png,2,0,17,1,13,7,3,0,0
photography,2,2,1,0,0,1,0,0,0
6 ways to curate the perfect food instagram feed,2,2,9,1,1,4,1,0,0
4,0,2,1,1,1,0,0,0,0
https //bromabakerycom/wp content/uploads/2010/11/puddle cookiesjpg,2,0,4,1,6,4,0,0,0
cookies,2,2,1,0,0,1,0,0,0
puddle cookies,2,2,2,0,0,1,0,0,0
5,0,2,1,1,1,0,0,0,0
super bowl recipes pin https //bromabakerycom/wp content/uploads/2020/01/new pinterest graphic 66png,2,0,10,1,8,5,2,0,0
recipe roundups,2,2,2,0,0,2,0,0,0
24 super bowl recipes,2,2,4,1,2,2,0,0,0
6,0,2,1,1,1,0,0,0,0
the ultimate 48 hour guide on where to eat drink and play in detroit mi,0,0,15,1,2,5,1,0,0
because eating your way across a city is the best way to experience it https //bromabakerycom/wp content/uploads/2019/01/48 hours in detroit 400x600png,2,0,21,1,14,6,3,0,0
travel,2,2,1,0,0,1,0,0,0
48 hours in detroit a foodie s guide to the city,2,2,11,1,2,4,1,0,0
hi i m,0,2,3,0,0,2,1,0,0
https //bromabakerycom/wp content/uploads/2020/06/namepng,2,0,3,1,6,2,0,0,0
welcome to broma bakery a fine mix of,1,2,8,0,0,3,1,0,0
indulgence with a whip of sweet resources in,1,1,8,0,0,3,0,0,0
between to learn more about me click here,0,1,8,0,0,0,2,0,0
subscribe,0,0,1,0,0,1,0,0,0
https //bromabakerycom/wp content/uploads/2020/05/new pinterest,1,0,4,1,6,4,0,0,0
graphic 17png,2,1,2,1,2,0,0,0,0
pin this recipe,0,2,3,0,0,2,0,0,0
https //bromabakerycom/wp content/uploads/2020/06/foodschoolpng,2,0,3,1,6,2,0,0,0
learn more,0,2,2,0,0,0,0,0,0
https //bromabakerycom/wp content/uploads/2020/06/playpng,2,0,3,1,6,2,0,0,0
most popular,0,2,2,0,0,0,0,0,0
tangy lemon bars sprinkled with powdered sugar https //bromabakerycom/wp content/uploads/wordpress popular posts/25674 featured 84x99jpg,2,0,14,1,9,7,2,0,0
bars,2,2,1,0,0,1,0,0,0
the best lemon bars,0,2,4,0,0,2,0,0,0
easy homemade caramel in a glass jar with a drip https //bromabakerycom/wp content/uploads/wordpress popular posts/23351 featured 84x99jpg,2,0,17,1,9,9,1,0,0
fudge bark and candy,2,2,4,0,0,3,0,0,0
how to make homemade caramel,0,2,5,0,0,2,1,0,0
best chocolate chip cookies recipe https //bromabakerycom/wp content/uploads/wordpress popular posts/25335 featured 84x99jpg,2,0,12,1,9,6,2,0,0
cookies,2,2,1,0,0,1,0,0,0
the best chocolate chip cookies,0,2,5,0,0,3,0,0,0
how to make the best macarons https //bromabakerycom/wp content/uploads/wordpress popular posts/28202 featured 84x99jpg,2,0,13,1,9,3,3,0,0
cookies,2,2,1,0,0,1,0,0,0
foolproof macaron recipe step by step,0,2,6,0,0,3,0,0,0
all recipes,2,0,2,0,0,1,0,0,0
leave a comment and rate this recipe,0,2,7,0,0,3,1,0,0
cancel reply,2,0,2,0,0,2,0,0,0
your email address will not be published required fields are marked,2,2,11,0,0,3,4,0,0
name,2,2,1,0,0,1,0,0,0
email,2,2,1,0,0,1,0,0,0
website,2,2,1,0,0,1,0,0,0
recipe rating,2,2,2,0,0,2,0,0,0
comment,2,2,1,0,0,1,0,0,0
1 tia says,2,2,3,1,1,1,1,0,0
march 23 2022 at 4 17 am,2,2,7,1,9,1,1,0,0
hey,0,2,1,0,0,1,0,0,0
i was wondering what my knife should look like after i poke my knife,1,0,14,0,0,4,4,0,0
through the brownies,0,1,3,0,0,1,0,0,0
also thanks for the recipe,0,0,5,0,0,2,0,0,0
it seems great,0,0,3,0,0,0,1,0,0
reply,2,0,1,0,0,1,0,0,0
sofi broma bakery says,2,2,4,0,0,3,1,0,0
march 24 2022 at 12 05 pm,2,2,7,1,10,2,0,0,0
it should come out mostly clean,0,2,6,0,0,0,1,0,0
it s okay if a few crumbs stick to it or if,1,0,12,0,0,1,2,0,0
it s slightly underdone but it shouldn t be straight batter,0,1,11,0,0,1,3,0,0
reply,2,0,1,0,0,1,0,0,0
2 joanna says,2,2,3,1,1,1,1,0,0
august 16 2021 at 11 55 pm,2,2,7,1,10,1,0,0,0
thank you for sharing this recipe and explaining the tips so well the,1,2,13,0,0,3,2,0,0
measurements too were helpful added a teaspoon of coffee granules the,1,1,11,0,0,4,2,1,0
brownies turned out awesome fudgy and super rich,1,1,8,0,0,4,1,0,0
tastewise simply heaven,2,1,3,0,0,1,0,0,0
reply,2,2,1,0,0,1,0,0,0
3 jennie says,2,2,3,1,1,1,1,0,0
may 10 2021 at 3 51 pm,2,2,7,1,9,1,0,0,0
i made these for my mother in law for mother s day she loved them definitely,1,2,16,0,0,5,2,0,0
rich and fudgy make sure to add those extra cookies on top without them they,1,1,15,0,0,4,1,0,0
are less oreo brownies and just brownies so dont forget them,0,1,11,0,0,2,2,0,0
will make them,1,0,3,0,0,0,1,0,0
again,2,1,1,0,0,0,0,0,0
reply,2,2,1,0,0,1,0,0,0
4 kimon says,2,2,3,1,1,1,1,0,0
february 26 2021 at 12 10 pm,2,2,7,1,10,1,0,0,0
amazing recipe god bless you,2,2,5,0,0,3,1,0,0
reply,2,2,1,0,0,1,0,0,0
5 anu says,2,2,3,1,1,1,1,0,0
december 22 2020 at 11 22 pm,2,2,7,1,10,1,0,0,0
oh my goodness,0,2,3,0,0,1,0,0,0
sooooo good brownies,0,0,3,0,0,1,0,0,0
i followed the recipe exactly and,1,0,6,0,0,2,1,0,0
came out soo yumm,0,1,4,0,0,2,1,0,0
my friends loved it,0,0,4,0,0,1,1,0,0
thank you so much,0,0,4,0,0,1,0,0,0
reply,2,0,1,0,0,1,0,0,0
sofi broma bakery says,2,2,4,0,0,3,1,0,0
december 23 2020 at 9 44 am,2,2,7,1,9,0,1,0,0
hi anu,0,2,2,0,0,2,0,0,0
i m so happy you enjoyed these fudgy bronwies,2,0,9,0,0,2,1,0,0
reply,2,2,1,0,0,1,0,0,0
read more comments,0,2,3,0,0,1,1,0,0
https //bromabakerycom/wp content/uploads/2021/04/broma logopng,2,0,4,1,6,4,0,0,0
craving more,0,2,2,0,0,0,1,0,0
more,1,0,1,0,0,0,0,0,0
about,1,1,1,0,0,0,0,0,0
contact,1,1,1,0,0,1,0,0,0
shop,1,1,1,0,0,1,0,0,0
privacy,2,1,1,0,0,1,0,0,0
recipe index,1,2,2,0,0,2,0,0,0
breads,1,1,1,0,0,1,0,0,0
breakfast,1,1,1,0,0,1,0,0,0
desserts,1,1,1,0,0,1,0,0,0
drinks,1,1,1,0,0,1,0,0,0
savory,2,1,1,0,0,1,0,0,0
lifestyle,1,2,1,0,0,1,0,0,0
home,1,1,1,0,0,1,0,0,0
travel,1,1,1,0,0,1,0,0,0
fashion,1,1,1,0,0,1,0,0,0
business,1,1,1,0,0,1,0,0,0
photography,2,1,1,0,0,1,0,0,0
copyright 2020 broma bakery all rights reserved an elite cafemedia food,1,2,11,1,4,6,1,0,0
publisher design by saevil row mtt,2,1,6,0,0,4,0,0,0
copyright 2020 broma bakery all rights reserved,1,2,7,1,4,4,1,0,0
an elite cafemedia food publisher design by saevil row mtt,0,1,10,0,0,6,0,0,0
https //bromabakerycom/wp content/uploads/2020/06/broma popupjpg,2,0,4,1,6,4,0,0,0
newsletter,2,2,1,0,0,1,0,0,0
dose of,2,2,2,0,0,1,0,0,0
never miss a post and some other,1,2,7,0,0,1,1,0,0
goodies we send your way over the,1,1,7,0,0,2,1,0,0
internet,2,1,1,0,0,1,0,0,0
x,0,2,1,0,0,1,0,0,0
https //bromabakerycom/wp content/uploads/2020/06/broma logopng,2,0,4,1,6,4,0,0,0
recipes,2,2,1,0,0,1,0,0,0
breads,1,2,1,0,0,1,0,0,0
breakfast,1,1,1,0,0,1,0,0,0
desserts,1,1,1,0,0,1,0,0,0
drinks,1,1,1,0,0,1,0,0,0
savory,1,1,1,0,0,1,0,0,0
recipe index,1,1,2,0,0,2,0,0,0
lifestyle,2,1,1,0,0,1,0,0,0
business,1,2,1,0,0,1,0,0,0
fashion,1,1,1,0,0,1,0,0,0
home,1,1,1,0,0,1,0,0,0
travel,1,1,1,0,0,1,0,0,0
foodtography school,1,1,2,0,0,2,0,0,0
shop,1,1,1,0,0,1,0,0,0
about,1,1,1,0,0,0,0,0,0
